alignment,intra_mean,intra_std,inter_mean,inter_std,intra_minus_inter,offdiag_mean,offdiag_std,min_eigenvalue,max_eigenvalue,effective_rank,near_uniform_score,map,family,scaling,reps,topology,kernel_seconds
0.09858629427340121,0.13589365111749352,0.16090475433062185,0.12447635551485839,0.15518086389326566,0.01141729560263513,0.13011274195160233,0.1581230599241055,0.005337030365606025,13.341592050119004,33.357435280135114,0.1581230599241055,zz_linear_r1_robust,ZZFeatureMap,robust_atan,1,linear,0.1965330670000185
0.0950159455076769,0.13630013632930768,0.15779037834428977,0.12662833419791933,0.15151933010590987,0.009671802131388352,0.1314030213260731,0.1547102975586727,0.006462612543944353,13.367225463421047,34.229996534133605,0.1547102975586727,zz_ring_r1_robust,ZZFeatureMap,robust_atan,1,ring,0.09990176799988149
0.10062290820248997,0.17326062030808165,0.14305811866311235,0.16342396664306869,0.13762730112400154,0.009836653665012962,0.16828003617389786,0.14040965817128723,0.012301417022819372,15.52583470664645,34.44131154135801,0.14040965817128723,zz_full_r1_robust,ZZFeatureMap,robust_atan,1,full,0.09646112400014317
0.09823937073932781,0.050018802479209715,0.07558811384249439,0.04887191060255839,0.07295354131762051,0.001146891876651325,0.04943809773153816,0.07426216694036106,0.10490866139166174,5.4838979759127255,62.625976873822005,0.07426216694036106,zz_ring_r2_robust,ZZFeatureMap,robust_atan,2,ring,0.10344109299990123
0.09858629427340121,0.13589365111749352,0.16090475433062185,0.12447635551485839,0.15518086389326566,0.01141729560263513,0.13011274195160233,0.1581230599241055,0.005337030365606025,13.341592050119004,33.357435280135114,0.1581230599241055,pauli_z_zz_linear_r1_robust,PauliFeatureMap,robust_atan,1,linear,0.6466950869998982
0.0950159455076769,0.13630013632930768,0.15779037834428977,0.12662833419791933,0.15151933010590987,0.009671802131388352,0.1314030213260731,0.1547102975586727,0.006462612543944353,13.367225463421047,34.229996534133605,0.1547102975586727,pauli_z_zz_ring_r1_robust,PauliFeatureMap,robust_atan,1,ring,0.24904874100002417
0.09534165015574984,0.3100757958188473,0.20546995898042425,0.2943223051727963,0.203236179718031,0.015753490646051027,0.3020993448588214,0.20447757672580055,0.00048017238091064494,27.24331915085893,15.726540670126857,0.20447757672580055,pauli_xz_xxzz_linear_r1_robust,PauliFeatureMap,robust_atan,1,linear,0.4961070760000439
0.07690923407243964,0.22143948257543059,0.20554936595146314,0.21449232826971174,0.20558343483991123,0.00694715430571885,0.21792193609152227,0.20557969807886278,0.0006493163807372001,22.186169577083007,22.212622807662484,0.20557969807886278,pauli_z_zz_ring_r1_minmax,PauliFeatureMap,minmax,1,ring,0.22805541700017784
0.0872385147991963,0.18208683195373712,0.1924752978240845,0.1712922347140558,0.18636832725439714,0.01079459723968132,0.1766212130982023,0.18946966156135736,0.003053159436850052,17.801099803705334,25.240576637637748,0.18946966156135736,custom_water_domain_r1_robust,custom_water_domain,robust_atan,1,domain,0.04232779600010872
0.10535009205845415,0.08543609374963959,0.12381370016026069,0.07672861382926824,0.11716696416761321,0.008707479920371353,0.0810272431570465,0.12056318474622507,0.018510283853595405,9.045332151659231,46.335591645586014,0.12056318474622507,custom_water_domain_r2_reupload_robust,custom_water_domain,robust_atan,2,domain,0.06740245899982256
